age,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,gender_Male,city_type_Semi-Urban,city_type_Urban,mental_state_Burnout,mental_state_Distracted,mental_state_Focused,learning_style_Practical,learning_style_Reading,learning_style_Visual,career_goal_Business,career_goal_Engineering,career_goal_Medical,career_goal_Research
19,4.4,6,46,82,2.2,0,45,1.3,1.2,5,6,2.0,2,6.9,1,1.4,5,7,10,6,6,6,8,68,1,0,1,1,0,0,0,0,1,0,0,1,0
19,5.3,3,49,60,0.9,0,102,0.7,2.6,5,6,10.0,4,6.7,4,0.0,10,4,10,3,5,10,8,69,1,1,0,0,0,0,0,0,1,0,0,0,1
15,3.2,4,76,88,1.4,1,16,1.7,2.4,10,1,10.0,10,4.7,3,0.9,6,2,9,2,3,2,4,29,1,0,0,0,0,0,1,0,0,1,0,0,0
22,6.1,4,45,79,3.4,1,67,1.7,3.3,5,7,3.0,9,8.1,3,0.9,6,1,2,9,6,7,9,62,0,0,1,0,0,1,0,0,1,0,0,0,0
19,1.8,1,59,53,2.5,0,32,0.4,2.0,2,9,4.0,9,6.6,7,1.5,2,3,8,9,10,8,4,33,0,1,0,0,1,0,0,0,1,0,0,1,0
17,3.3,0,68,56,1.4,0,39,0.2,0.8,2,6,5.0,7,6.9,6,1.0,3,4,2,1,10,3,10,75,0,1,0,0,1,0,0,1,0,0,1,0,0
23,2.6,4,74,53,3.7,0,72,2.5,1.9,7,7,6.0,7,7.7,7,2.0,7,10,5,10,2,6,7,45,0,0,0,0,0,1,0,1,0,0,1,0,0
19,4.2,2,63,64,3.9,1,45,2.6,1.8,10,2,10.0,7,5.1,2,0.3,4,7,2,2,1,1,1,31,1,1,0,0,1,0,0,1,0,0,1,0,0
19,7.7,7,52,83,3.0,1,62,2.4,3.1,7,4,10.0,5,8.1,5,0.8,5,4,2,5,10,9,8,69,0,0,1,1,0,0,0,0,0,0,0,1,0
23,1.7,4,64,84,3.2,1,36,1.5,3.3,8,3,8.0,9,9.1,5,0.2,7,10,1,3,3,3,4,30,1,0,1,0,1,0,0,0,0,0,0,1,0
16,3.0,0,41,79,2.9,1,112,2.7,4.4,7,1,8.0,7,6.5,6,0.3,9,8,1,1,5,2,1,21,0,0,0,1,0,0,0,1,0,1,0,0,0
18,4.0,1,92,61,5.0,1,90,0.2,2.8,7,1,3.0,3,6.4,6,0.5,7,9,1,2,6,2,2,47,1,0,0,0,0,1,0,1,0,0,0,1,0
18,5.6,7,90,85,2.7,0,88,0.8,0.8,4,4,6.0,9,7.2,6,1.0,7,1,8,1,9,4,9,64,1,0,1,1,0,0,1,0,0,0,0,0,0
18,2.0,2,74,57,3.3,0,93,1.1,2.3,7,1,9.0,3,7.9,0,0.6,7,5,7,10,7,2,2,51,1,1,0,0,0,1,0,1,0,0,0,0,0
21,8.4,6,41,78,1.2,1,54,1.9,3.4,4,5,3.0,9,5.2,2,0.6,7,9,2,3,4,8,1,54,0,0,0,0,0,0,0,0,0,0,1,0,0
17,5.4,1,44,80,1.0,0,117,3.2,1.2,9,1,4.0,8,6.1,1,0.9,6,10,5,2,10,10,7,54,1,0,1,0,0,0,0,0,0,0,0,0,1
16,3.2,3,99,85,3.1,1,88,1.6,3.3,10,6,6.0,1,4.8,5,0.5,9,10,4,2,9,6,10,66,0,0,1,0,1,0,1,0,0,1,0,0,0
23,4.2,4,98,64,3.4,1,116,1.8,2.9,10,7,3.0,6,5.9,1,2.4,2,4,1,7,4,5,1,32,1,0,0,0,1,0,1,0,0,0,0,1,0
18,3.7,4,88,98,3.6,1,54,1.8,0.0,6,7,10.0,6,7.3,0,0.0,9,2,9,8,7,8,10,71,0,0,1,0,0,1,0,0,1,0,1,0,0
21,4.6,1,57,55,4.8,0,83,0.8,1.5,8,5,8.0,5,6.5,1,0.4,8,10,2,10,8,7,5,50,0,1,0,0,0,0,0,0,1,0,1,0,0
18,3.3,1,72,85,0.9,0,58,3.0,3.4,1,4,4.0,2,8.5,6,1.4,2,1,5,4,2,1,1,63,1,0,1,0,0,0,0,0,1,0,0,1,0
16,4.2,2,64,54,1.9,0,42,1.2,1.1,6,10,3.0,9,6.7,5,2.0,4,10,1,2,6,1,9,51,1,0,1,1,0,0,0,1,0,0,0,0,0
22,4.6,3,66,73,0.1,0,101,0.8,2.9,2,1,3.0,3,6.6,1,1.2,1,2,9,5,9,6,10,57,0,0,0,0,1,0,1,0,0,1,0,0,0
23,5.4,1,96,53,4.9,1,9,0.5,3.0,3,4,9.0,3,5.5,2,0.3,9,1,8,10,1,2,10,66,0,0,0,1,0,0,1,0,0,1,0,0,0
20,5.1,6,67,77,3.5,0,21,0.6,2.8,2,3,10.0,4,7.2,1,1.2,3,2,6,2,1,8,10,91,1,1,0,0,0,1,1,0,0,0,1,0,0
18,3.5,7,63,65,0.9,0,112,2.7,3.3,5,8,10.0,8,8.0,7,0.8,1,5,4,1,10,6,10,100,1,1,0,0,0,1,0,0,1,0,0,0,1
17,3.7,7,77,53,3.9,1,36,0.0,3.7,7,2,7.0,7,5.2,0,1.3,10,6,9,9,1,7,6,22,1,1,0,1,0,0,0,0,1,0,0,0,0
18,3.9,7,87,55,1.3,0,47,2.4,4.3,8,10,7.0,5,8.5,4,1.2,4,8,7,8,5,2,7,88,0,1,0,0,0,0,0,0,0,0,1,0,0
16,3.2,5,59,62,2.3,1,31,2.2,1.3,1,6,6.0,8,7.7,6,1.8,8,7,9,8,8,2,1,34,0,1,0,1,0,0,0,0,0,0,0,1,0
15,5.5,1,79,65,4.6,1,18,0.0,2.2,9,8,4.0,8,8.0,1,0.1,9,1,6,4,3,5,10,56,1,0,0,0,0,0,0,1,0,0,0,0,0
20,2.6,4,45,52,3.8,1,31,1.8,1.8,4,5,5.0,3,8.3,6,1.4,5,1,10,1,8,4,4,36,1,0,0,0,1,0,1,0,0,1,0,0,0
17,5.5,1,45,59,2.3,0,8,1.7,4.1,3,6,10.0,9,6.9,5,0.7,6,3,2,9,6,5,3,74,0,0,1,0,0,1,0,0,1,0,0,0,0
21,4.7,1,84,81,0.7,1,115,0.3,2.3,3,9,10.0,9,6.6,2,0.8,2,1,8,4,10,6,10,93,0,1,0,0,0,0,0,0,1,0,0,1,0
21,0.5,4,93,52,2.3,1,78,0.5,0.0,10,2,6.0,6,5.2,0,0.5,4,3,4,1,9,5,7,57,1,0,0,0,0,1,0,0,1,0,0,1,0
18,3.6,2,95,52,5.8,0,83,2.4,3.5,9,7,6.0,1,8.9,5,0.0,2,9,8,9,9,2,2,48,1,1,0,1,0,0,0,0,1,0,0,0,1
15,4.5,3,55,62,5.9,0,96,2.7,0.0,5,1,9.0,5,6.7,2,0.5,3,7,2,5,9,7,3,56,0,0,1,0,1,0,1,0,0,0,1,0,0
16,3.7,1,90,98,2.1,0,61,2.6,5.3,9,8,6.0,6,7.3,6,0.4,2,6,8,4,4,2,10,75,0,1,0,1,0,0,1,0,0,0,1,0,0
21,4.3,0,52,96,1.2,1,35,1.7,4.1,9,3,1.0,4,6.5,3,0.5,8,3,10,8,2,8,8,46,1,0,1,0,0,0,1,0,0,0,0,1,0
17,7.6,0,65,62,3.5,1,116,1.0,2.2,1,6,9.0,9,5.2,1,1.2,5,10,5,1,2,9,2,39,1,0,1,0,0,1,1,0,0,0,0,0,1
17,2.7,1,46,77,2.1,1,84,0.3,3.5,3,8,7.0,5,5.6,5,0.0,6,8,5,1,3,8,4,53,1,0,0,0,0,1,0,0,0,0,0,1,0
20,4.7,0,41,89,3.8,1,30,2.4,2.0,8,10,9.0,7,7.6,1,1.8,6,10,10,9,3,4,3,48,1,0,0,0,0,0,0,1,0,0,0,1,0
23,1.7,4,51,93,1.5,0,110,2.6,2.0,7,7,4.0,10,6.1,1,0.6,10,6,7,2,10,3,8,48,1,0,0,0,0,0,0,0,0,0,1,0,0
21,5.7,5,58,64,3.0,1,24,0.5,2.3,2,4,1.0,3,7.1,5,0.6,5,10,9,5,9,4,5,76,1,1,0,0,0,1,1,0,0,0,0,0,0
16,2.9,5,56,95,4.7,1,62,1.5,0.1,7,4,4.0,7,6.6,7,1.6,9,7,3,10,1,5,6,36,0,0,0,0,1,0,0,0,1,0,0,1,0
19,5.8,0,67,84,1.3,0,71,1.6,0.9,5,4,8.0,4,8.6,7,1.1,4,10,7,2,5,4,9,100,0,1,0,0,0,1,0,0,0,0,0,1,0
21,2.8,1,67,67,1.9,1,12,1.1,2.3,4,4,2.0,2,6.5,4,0.8,4,8,5,1,9,8,1,33,1,0,0,0,0,0,1,0,0,1,0,0,0
17,4.2,0,81,62,6.7,0,90,3.0,3.6,4,10,2.0,9,8.6,1,0.9,3,10,7,9,2,6,5,53,0,1,0,0,0,1,0,0,1,0,0,1,0
22,3.0,0,60,100,0.9,0,110,1.3,3.9,6,4,9.0,7,3.0,1,0.8,1,3,10,7,9,9,6,35,1,1,0,1,0,0,0,0,0,0,0,0,0
20,6.1,6,56,87,4.7,0,114,2.0,0.3,1,6,7.0,1,6.5,3,3.3,6,7,8,8,9,9,7,98,1,1,0,0,1,0,0,0,0,0,0,1,0
16,4.6,5,61,52,2.9,0,76,0.6,2.4,3,5,8.0,2,6.6,6,0.9,6,3,6,7,10,3,5,79,1,1,0,0,0,0,0,1,0,0,0,1,0
22,5.0,6,43,93,0.3,1,84,0.7,4.1,6,6,8.0,10,7.6,1,0.0,8,4,8,2,4,9,5,42,0,0,0,1,0,0,1,0,0,1,0,0,0
21,2.6,2,73,88,3.9,1,75,2.0,0.9,10,8,3.0,6,8.2,1,1.1,10,5,5,4,10,4,8,62,0,0,1,0,0,1,1,0,0,0,0,0,1
17,4.6,4,82,81,3.2,1,97,2.2,2.6,9,10,1.0,7,7.1,0,0.0,10,4,7,10,6,9,7,47,1,0,1,0,1,0,1,0,0,0,0,0,0
16,3.8,1,42,55,2.8,0,68,1.0,1.1,3,6,6.0,1,5.5,1,0.5,5,1,6,7,8,3,3,75,1,0,0,0,0,1,0,1,0,0,0,0,1
15,2.5,4,64,73,3.1,0,5,0.2,2.3,3,7,6.0,2,6.4,7,0.5,6,10,3,7,4,6,6,49,0,0,0,1,0,0,0,0,1,1,0,0,0
22,3.5,7,52,79,1.7,1,41,0.4,1.3,4,10,10.0,4,6.6,3,0.1,9,2,5,4,8,6,7,90,0,0,1,0,0,1,0,0,1,0,0,1,0
16,2.5,2,48,89,3.4,0,50,2.4,3.9,5,9,9.0,6,6.8,6,0.8,3,7,8,5,5,4,3,41,1,1,0,1,0,0,0,1,0,0,0,0,1
19,4.6,2,81,70,1.6,1,119,2.4,0.8,9,3,7.0,1,6.2,7,0.2,6,3,6,7,5,3,8,77,0,0,0,0,0,1,0,0,1,0,0,0,1
19,4.4,2,73,52,3.2,0,43,1.9,1.3,8,2,7.0,5,5.7,5,1.5,9,1,3,5,4,1,10,63,1,1,0,0,1,0,0,0,1,0,1,0,0
18,2.8,7,90,56,1.0,1,82,0.8,0.3,3,4,10.0,6,6.1,5,2.2,2,2,3,9,6,6,10,58,1,1,0,0,0,0,0,1,0,0,0,0,1
18,4.9,1,88,76,3.8,1,111,1.8,0.8,6,1,10.0,10,8.1,0,1.2,4,5,4,10,10,7,8,64,1,1,0,0,0,1,0,0,0,0,1,0,0
22,5.1,6,96,59,6.0,1,18,2.7,2.2,5,1,9.0,6,8.4,1,0.3,10,1,4,10,2,10,9,57,0,0,1,0,1,0,0,0,1,1,0,0,0
21,4.3,6,40,73,5.4,0,54,0.9,2.3,2,9,4.0,4,5.3,1,1.3,8,4,3,1,2,4,9,84,0,1,0,0,0,1,0,0,0,0,0,1,0
17,6.8,0,89,80,2.6,0,86,3.2,1.0,3,1,10.0,9,6.7,3,2.5,3,8,1,8,8,3,1,63,1,1,0,1,0,0,0,1,0,0,0,1,0
23,4.7,2,55,94,3.9,0,119,2.5,4.0,5,9,3.0,10,6.5,2,0.4,10,10,5,7,4,8,9,37,0,0,1,1,0,0,0,0,1,0,1,0,0
19,4.6,3,56,53,5.0,1,109,1.9,0.6,4,1,10.0,4,7.5,0,0.6,10,5,3,5,4,9,6,57,0,0,0,0,0,0,0,0,1,0,0,1,0
16,1.2,4,87,63,5.2,0,56,0.9,0.0,3,2,8.0,7,4.8,1,2.0,10,10,1,3,4,5,10,57,1,0,1,0,0,1,0,0,0,0,0,0,1
21,8.8,2,80,86,0.5,0,97,0.2,0.5,9,1,6.0,5,5.9,5,1.0,3,10,5,7,4,6,5,63,0,0,0,0,0,0,1,0,0,0,1,0,0
16,4.4,5,92,58,3.0,1,112,1.5,1.4,6,7,3.0,9,6.2,1,0.9,1,10,10,9,7,10,1,40,0,0,0,0,0,1,0,0,1,1,0,0,0
19,2.1,0,82,84,5.1,1,78,0.2,5.3,6,1,6.0,4,6.7,7,0.6,2,6,5,6,9,10,7,51,1,0,0,0,1,0,0,1,0,1,0,0,0
21,2.3,1,50,76,2.8,0,91,1.8,0.2,3,4,9.0,2,5.3,3,1.7,10,4,5,10,4,7,8,51,0,0,1,1,0,0,1,0,0,0,0,0,0
17,5.4,7,73,87,1.3,0,52,1.9,1.2,2,7,5.0,2,5.5,6,3.2,2,2,3,4,9,6,3,81,1,1,0,1,0,0,1,0,0,0,0,0,0
22,6.6,2,60,75,5.2,0,18,0.0,0.9,3,9,10.0,7,6.5,6,2.3,6,10,2,8,9,10,8,75,1,1,0,0,1,0,0,1,0,0,0,1,0
23,3.1,2,86,95,4.5,0,111,2.9,2.6,8,7,5.0,9,7.5,3,2.2,8,4,7,4,8,3,2,47,1,0,1,0,1,0,1,0,0,1,0,0,0
20,6.1,7,66,61,2.3,1,90,1.8,3.0,2,7,6.0,1,4.4,4,0.4,4,2,8,9,8,7,10,100,0,1,0,0,0,1,0,0,1,0,0,0,0
18,6.0,4,80,94,3.2,1,13,1.5,1.3,9,8,2.0,6,5.9,7,2.3,6,5,10,4,7,10,7,39,1,0,0,1,0,0,1,0,0,1,0,0,0
18,2.4,3,92,66,2.6,1,22,1.6,0.8,8,9,4.0,4,6.7,0,0.8,8,4,8,2,4,2,5,50,1,1,0,0,0,0,0,1,0,0,0,0,0
19,7.5,2,71,56,3.5,1,36,2.5,2.7,1,10,5.0,10,6.5,1,0.1,8,3,5,2,6,10,6,52,0,0,1,0,1,0,0,0,0,0,0,0,0
18,3.9,3,52,88,1.2,1,57,1.4,2.5,6,2,4.0,8,5.8,7,0.0,8,7,10,6,1,2,7,27,1,0,0,0,0,0,0,0,0,0,0,0,0
17,3.0,6,41,65,0.9,1,60,3.8,1.7,6,7,5.0,8,8.2,1,2.0,1,9,3,1,7,3,8,47,1,1,0,0,0,0,0,0,1,0,1,0,0
16,3.9,4,81,86,0.2,1,7,1.0,3.9,2,7,3.0,1,6.5,3,1.4,9,7,4,2,5,8,10,74,1,0,1,0,1,0,0,1,0,0,0,0,1
17,3.3,1,40,74,4.1,1,10,2.8,3.8,6,9,10.0,7,5.8,2,0.7,10,1,8,3,8,3,2,38,1,1,0,0,0,0,0,1,0,0,0,1,0
17,4.3,0,86,98,2.0,0,54,1.2,0.7,5,4,10.0,10,7.9,0,1.5,5,9,1,10,8,2,8,92,0,1,0,0,1,0,0,1,0,0,0,1,0
16,3.7,4,93,100,3.3,0,39,1.4,5.0,7,5,2.0,8,6.5,0,0.5,8,5,5,7,4,9,4,62,0,0,0,0,0,1,0,0,1,0,0,1,0
22,7.4,2,94,62,5.0,0,54,1.0,3.1,9,2,3.0,1,6.5,7,1.0,4,4,6,10,7,7,8,71,1,0,0,0,0,0,0,0,0,0,0,0,0
22,4.6,4,92,66,0.0,1,41,1.7,2.8,6,6,1.0,7,5.5,4,0.6,1,3,10,4,9,6,7,49,0,1,0,1,0,0,1,0,0,0,0,0,0
19,6.0,6,80,61,1.7,1,115,0.8,1.8,7,4,10.0,5,8.5,4,1.3,1,5,2,6,5,2,8,88,1,0,1,0,1,0,0,0,0,0,1,0,0
17,5.0,5,90,61,4.7,0,76,1.9,4.3,4,1,1.0,8,5.8,3,0.0,10,6,4,4,7,1,9,40,0,1,0,1,0,0,0,0,1,0,0,0,1
17,3.7,3,91,71,0.5,1,37,1.8,3.9,5,9,1.0,3,7.2,7,1.8,7,7,10,5,9,7,2,49,0,1,0,1,0,0,0,0,1,0,0,0,0
21,4.0,0,96,84,3.3,1,88,0.5,4.1,6,7,8.0,10,7.1,5,0.0,3,4,1,3,4,2,6,61,0,0,0,1,0,0,0,1,0,0,0,0,0
20,5.0,3,53,71,1.0,1,8,2.8,2.3,10,2,2.0,2,6.6,3,0.8,10,10,3,5,4,7,10,50,0,1,0,0,0,0,0,0,1,0,0,0,0
22,1.7,2,52,82,2.9,1,96,1.2,6.1,10,6,4.0,6,8.8,6,3.5,3,2,1,4,2,3,1,25,1,1,0,0,0,1,0,0,0,0,1,0,0
20,3.9,7,98,69,6.0,0,26,1.5,2.1,7,7,3.0,3,4.9,2,1.6,8,3,2,5,7,8,1,58,0,1,0,0,0,0,0,1,0,0,0,0,1
22,4.0,5,97,100,0.0,0,83,1.0,3.2,1,10,10.0,6,6.8,2,1.6,5,1,4,10,3,5,10,93,1,0,0,1,0,0,0,0,0,0,0,1,0
19,2.8,4,55,81,4.6,1,31,2.8,1.4,3,6,8.0,4,5.4,6,0.1,1,9,2,9,9,3,7,64,1,0,0,0,1,0,0,0,0,0,0,0,1
19,4.0,6,94,50,2.9,0,84,3.8,1.1,4,9,4.0,7,6.3,4,1.0,5,6,6,5,3,2,7,61,0,1,0,1,0,0,0,0,1,1,0,0,0
19,4.3,4,63,90,3.5,0,65,1.0,5.9,1,5,4.0,5,6.9,5,1.7,1,3,4,2,1,1,8,74,0,1,0,0,0,1,0,0,1,0,0,0,0
17,2.2,7,61,65,6.4,0,119,1.0,1.5,5,5,3.0,3,7.1,4,0.0,1,4,9,6,6,10,7,41,1,1,0,0,0,0,0,0,0,0,1,0,0
20,3.6,1,94,64,2.9,0,64,1.8,3.4,8,3,9.0,5,7.9,0,1.8,2,4,8,5,5,3,5,50,0,1,0,0,1,0,0,1,0,0,0,1,0
22,1.0,5,66,55,2.6,1,67,1.0,0.9,2,10,9.0,4,6.0,3,1.7,8,3,10,7,7,2,3,54,1,1,0,0,0,1,0,0,0,1,0,0,0
18,2.6,2,45,66,5.2,0,83,1.6,1.6,10,7,6.0,2,3.9,6,0.5,8,3,2,7,1,3,2,33,1,1,0,0,1,0,0,0,1,0,1,0,0
19,3.2,4,74,74,6.0,0,25,1.9,2.9,3,2,10.0,1,5.7,2,0.4,2,9,1,9,6,8,3,50,1,0,0,1,0,0,0,0,0,0,0,0,0
22,4.5,5,87,87,4.0,1,118,0.2,0.0,3,8,3.0,3,6.5,6,0.8,10,10,6,8,3,6,2,40,0,0,1,1,0,0,1,0,0,0,0,0,1
18,2.5,6,83,57,4.0,0,79,0.8,0.0,7,1,4.0,4,8.0,5,1.4,1,7,4,6,10,9,3,38,0,0,1,0,0,0,0,0,0,1,0,0,0
20,2.1,4,57,93,2.2,1,57,0.5,2.8,10,9,2.0,5,7.7,5,0.4,2,3,7,9,3,10,8,39,0,0,0,1,0,0,0,0,1,1,0,0,0
20,2.2,2,83,73,2.1,1,81,0.0,1.3,1,4,6.0,2,6.6,2,1.3,1,8,10,1,7,7,6,66,0,0,0,0,0,1,0,0,1,1,0,0,0
15,6.7,5,94,74,2.7,1,46,1.3,1.8,6,9,2.0,3,9.2,1,0.0,7,8,9,2,2,7,4,49,1,0,1,1,0,0,1,0,0,1,0,0,0
22,2.3,2,54,82,1.0,0,93,2.1,1.5,7,10,8.0,9,5.9,5,0.0,8,4,1,3,9,4,10,75,0,0,0,1,0,0,0,1,0,0,0,1,0
17,4.8,5,84,64,1.6,0,14,1.7,1.3,3,3,2.0,10,8.2,6,1.4,5,6,7,2,10,7,1,46,1,0,0,0,0,0,1,0,0,0,0,0,1
21,2.6,6,78,63,6.5,1,96,1.6,3.8,8,5,9.0,6,4.9,6,0.8,3,6,6,7,6,4,6,31,0,1,0,0,1,0,1,0,0,0,0,1,0
19,1.2,0,96,83,4.0,0,32,0.2,0.0,8,1,8.0,3,6.0,2,0.7,8,9,2,1,8,10,6,60,0,0,0,0,0,1,0,1,0,0,0,1,0
23,3.7,7,96,87,4.4,0,106,0.2,2.5,2,7,6.0,1,5.5,7,0.6,3,5,7,9,4,2,3,78,0,0,1,0,1,0,0,0,0,0,0,1,0
19,4.2,7,65,94,4.1,0,5,1.6,4.0,7,2,2.0,3,8.1,1,1.5,5,3,10,6,2,8,4,51,1,0,1,0,0,1,1,0,0,1,0,0,0
23,5.7,0,54,64,1.4,0,10,1.1,1.3,10,9,3.0,7,5.4,4,2.0,7,6,4,3,4,1,9,75,1,0,0,0,0,0,1,0,0,0,0,0,0
16,3.1,4,56,59,1.8,0,71,2.1,0.0,6,1,3.0,7,6.3,7,0.0,1,9,1,7,2,9,9,35,0,1,0,0,1,0,0,0,0,0,0,0,1
16,2.6,2,61,82,2.9,0,59,0.4,1.4,1,7,9.0,10,6.6,7,1.7,1,8,1,7,6,10,8,49,1,0,1,1,0,0,0,1,0,0,0,0,1
20,3.2,3,88,89,3.3,0,24,0.3,0.7,5,2,6.0,2,8.1,0,0.0,2,5,6,9,6,8,7,54,1,0,0,0,0,0,1,0,0,0,0,0,1
15,1.5,7,75,65,3.9,1,13,0.3,1.2,3,6,10.0,9,8.1,3,1.5,4,3,10,6,8,8,10,68,1,0,1,0,0,0,1,0,0,1,0,0,0
17,4.2,7,66,63,1.2,1,109,2.3,2.0,7,8,3.0,6,5.0,6,1.6,4,6,2,8,3,9,8,77,0,0,0,0,0,1,0,1,0,0,0,0,1
20,2.7,2,56,70,6.6,0,56,1.5,3.6,8,6,9.0,10,5.5,0,1.8,2,9,5,9,3,4,1,41,0,0,0,0,1,0,0,1,0,0,0,0,0
19,3.9,5,84,55,1.0,0,115,1.7,2.7,9,4,4.0,8,7.1,0,2.4,6,9,4,1,4,9,7,45,1,0,1,0,0,0,0,0,1,0,0,1,0
16,5.7,3,40,52,1.6,1,8,3.0,2.2,3,7,8.0,7,5.1,7,2.4,10,6,4,1,2,10,4,44,1,1,0,0,1,0,0,1,0,1,0,0,0
20,4.6,2,51,76,4.4,1,21,1.5,2.6,10,4,5.0,3,6.4,6,1.2,9,9,5,4,7,3,4,38,1,0,0,1,0,0,0,1,0,0,1,0,0
16,4.6,0,76,70,4.1,0,86,2.8,0.0,7,6,2.0,8,6.7,4,1.8,7,3,2,3,8,4,8,53,1,0,1,0,1,0,0,1,0,1,0,0,0
18,4.3,4,51,51,1.2,1,46,2.2,1.9,6,7,6.0,10,6.5,1,2.7,2,1,1,4,1,2,1,22,0,0,1,1,0,0,0,0,0,0,0,0,1
22,4.9,2,44,79,3.2,0,28,0.5,3.5,7,2,3.0,6,8.6,1,0.0,8,8,9,9,10,9,5,34,1,0,1,1,0,0,0,1,0,0,1,0,0
20,4.8,3,82,50,5.2,0,96,1.9,1.4,1,7,10.0,10,6.4,0,1.4,9,5,6,9,3,3,5,62,0,0,0,0,0,0,0,0,1,1,0,0,0
18,3.9,5,41,91,0.1,1,20,2.7,5.4,10,10,2.0,2,8.0,1,0.3,6,2,6,1,2,3,5,68,1,0,0,0,0,1,1,0,0,0,0,0,0
19,3.9,2,62,50,3.5,0,43,1.2,4.4,6,6,4.0,5,7.9,2,0.0,7,10,10,7,5,7,10,29,0,1,0,1,0,0,0,1,0,0,0,1,0
16,2.7,5,97,52,3.2,1,22,3.4,0.4,6,3,10.0,5,6.6,4,0.0,8,6,2,2,2,6,1,25,1,0,0,1,0,0,1,0,0,0,0,0,1
18,2.6,2,83,92,1.2,0,113,0.0,1.9,2,6,4.0,7,8.1,2,0.6,10,6,8,5,2,5,1,38,1,0,1,1,0,0,0,0,0,0,0,0,1
20,3.4,2,63,75,2.7,0,34,0.0,0.9,4,1,9.0,10,5.8,1,0.6,4,10,1,5,10,10,6,59,1,0,1,0,0,1,0,0,0,1,0,0,0
21,5.1,4,76,85,2.1,0,11,1.9,1.3,10,10,1.0,1,6.5,6,1.4,7,2,2,5,10,1,7,81,0,1,0,0,1,0,0,0,1,0,0,0,0
22,4.9,6,95,64,3.7,1,76,1.0,0.7,10,10,9.0,2,7.0,6,0.4,5,6,8,8,9,10,3,69,0,0,1,0,0,0,1,0,0,0,0,0,0
15,1.1,2,80,50,2.4,0,67,1.1,1.3,8,3,5.0,10,5.8,6,2.5,3,7,10,8,5,5,1,22,1,1,0,0,0,0,0,0,1,0,1,0,0
20,1.8,6,92,54,3.3,0,83,0.3,0.3,8,3,5.0,10,5.3,6,2.5,8,4,5,1,3,2,2,38,0,0,1,0,0,1,0,0,0,0,0,0,1
20,4.2,0,69,75,4.8,1,102,1.4,2.0,9,1,7.0,10,6.2,0,0.6,1,8,7,5,10,3,9,31,1,0,1,1,0,0,0,1,0,0,0,1,0
18,6.2,5,63,76,1.8,1,68,0.0,3.5,6,5,10.0,2,7.6,6,1.2,6,6,10,6,8,5,10,100,1,1,0,0,0,1,0,0,1,0,0,0,1
22,3.4,0,91,86,2.7,0,66,1.7,3.1,2,2,2.0,10,6.7,6,0.6,1,9,8,9,4,5,5,56,0,0,0,0,0,1,0,1,0,0,1,0,0
22,4.6,4,55,75,0.8,0,94,1.8,4.0,1,7,9.0,4,5.9,3,0.5,5,4,8,5,8,1,3,87,1,0,0,0,1,0,0,0,1,1,0,0,0
21,4.7,5,85,98,0.6,0,91,0.3,0.9,1,4,5.0,7,7.2,1,0.8,9,10,8,8,3,10,9,76,1,1,0,1,0,0,1,0,0,0,1,0,0
22,4.0,3,46,58,1.7,1,37,0.3,0.5,1,10,7.0,5,4.2,4,1.5,9,9,1,3,10,8,2,50,1,1,0,0,1,0,0,0,1,0,0,1,0
19,2.6,4,99,63,4.5,1,27,0.0,0.0,8,5,8.0,7,6.3,7,2.4,1,6,10,10,10,10,3,30,1,0,1,1,0,0,0,0,0,0,0,1,0
23,4.1,4,47,61,3.5,1,29,0.4,1.7,9,7,10.0,1,6.3,2,1.3,3,4,3,6,1,2,8,63,1,0,1,0,1,0,0,0,1,0,0,1,0
15,2.5,1,55,86,2.7,1,117,1.4,1.8,8,9,10.0,8,6.5,6,0.5,8,4,6,2,7,9,5,55,0,1,0,0,0,0,1,0,0,1,0,0,0
16,7.1,1,74,90,4.4,0,71,0.7,2.3,1,1,10.0,2,8.7,0,0.8,10,4,10,3,1,3,1,63,1,0,1,1,0,0,0,0,0,1,0,0,0
17,5.8,5,53,73,5.5,1,103,1.7,2.0,10,5,9.0,1,7.6,6,0.7,1,9,9,10,6,6,6,75,0,1,0,0,1,0,1,0,0,0,0,0,0
19,7.6,4,75,57,6.4,0,28,1.3,0.4,9,6,1.0,7,7.8,6,1.0,8,8,7,6,1,10,8,40,0,0,1,0,1,0,0,1,0,0,0,0,1
19,4.2,3,79,54,4.9,1,26,0.0,0.8,8,10,5.0,5,5.2,7,0.0,2,9,6,8,4,5,10,62,0,0,0,0,0,1,1,0,0,0,0,1,0
16,3.3,5,93,53,2.7,0,7,2.5,1.7,6,9,6.0,10,7.7,6,1.1,6,7,2,9,7,3,10,82,1,0,0,0,1,0,0,0,1,1,0,0,0
21,4.1,0,61,60,1.2,0,33,3.1,1.6,4,9,3.0,7,6.4,5,0.0,5,2,10,4,7,2,10,67,0,0,1,1,0,0,0,0,1,0,0,0,1
22,4.7,6,62,85,3.9,0,94,0.9,2.4,9,1,6.0,4,5.1,0,1.0,10,7,2,3,8,7,3,28,1,1,0,1,0,0,1,0,0,0,0,0,1
